Data,BRL/USD,S&P500,XAU/USD,Crude,CPI,IBOV,IPCA
03/21/2018,3.2717,2711.9,1332.17,69.47,249.554,84166,318.01
03/22/2018,3.3152,2643.7,1328.95,68.91,249.554,84984,318.01
03/23/2018,3.3119,2588.3,1347.22,70.45,249.554,84766,318.01
03/26/2018,3.3113,2658.6,1353.46,70.12,249.554,84377,318.01
03/27/2018,3.3278,2612.6,1344.71,70.11,249.554,85103,318.01
03/28/2018,3.3195,2605,1324.99,69.53,249.554,83806,318.01
03/29/2018,3.3054,2640.9,1325,70.27,249.554,83874,318.01
03/30/2018,3.3046,2640.9,1325,70.27,249.554,83874,318.01
04/02/2018,3.3099,2581.9,1341.35,67.64,250.546,85365,318.23
04/03/2018,3.3412,2614.4,1332.83,68.12,250.546,84669,318.23
04/04/2018,3.329,2644.7,1333.35,68.02,250.546,84610,318.23
04/05/2018,3.3439,2662.8,1326.55,68.33,250.546,84374,318.23
04/06/2018,3.3689,2604.5,1333.2,67.11,250.546,85210,318.23
04/09/2018,3.4187,2613.2,1336.24,68.65,250.546,84832,318.23
04/10/2018,3.4087,2656.9,1340.05,71.04,250.546,83312,318.23
04/11/2018,3.3734,2642.2,1353.29,72.06,250.546,84494,318.23
04/12/2018,3.4124,2664,1335.48,72.02,250.546,85246,318.23
04/13/2018,3.422,2656.3,1345.46,72.58,250.546,85441,318.23
04/16/2018,3.4191,2677.8,1345.91,71.42,250.546,84328,318.23
04/17/2018,3.4071,2706.4,1347.29,71.58,250.546,82862,318.23
04/18/2018,3.3802,2708.6,1349.32,73.48,250.546,84090,318.23
04/19/2018,3.3875,2693.1,1345.6,73.78,250.546,85775,318.23
04/20/2018,3.4124,2670.1,1335.12,74.06,250.546,85823,318.23
04/23/2018,3.4521,2670.3,1325,74.71,250.546,85520,318.23
04/24/2018,3.4709,2634.6,1330.68,73.86,250.546,85603,318.23
04/25/2018,3.4843,2639.4,1323.33,74,250.546,85466,318.23
04/26/2018,3.4745,2666.9,1317.28,74.74,250.546,85051,318.23
04/27/2018,3.4559,2669.9,1322.8,74.64,250.546,86383,318.23
04/30/2018,3.5066,2648.1,1315.36,75.17,250.546,86443,318.23
05/01/2018,3.5071,2654.8,1303.97,73.13,251.588,86443,318.63
05/02/2018,3.5513,2635.7,1304.85,73.36,251.588,86111,318.63
05/03/2018,3.5276,2629.7,1312.09,73.62,251.588,84547,318.63
05/04/2018,3.5291,2663.4,1315.05,74.87,251.588,83286,318.63
05/07/2018,3.5524,2672.6,1314.3,76.17,251.588,83122,318.63
05/08/2018,3.5632,2671.9,1314.47,74.85,251.588,82715,318.63
05/09/2018,3.5918,2697.8,1312.78,77.21,251.588,82977,318.63
05/10/2018,3.5496,2723.1,1321.39,77.47,251.588,84284,318.63
05/11/2018,3.5991,2727.7,1318.22,77.12,251.588,85861,318.63
05/14/2018,3.6221,2730.1,1312.82,78.23,251.588,85222,318.63
05/15/2018,3.653,2711.4,1290.64,78.43,251.588,85225,318.63
05/16/2018,3.6754,2722.5,1291.03,79.28,251.588,85122,318.63
05/17/2018,3.696,2720.1,1291,79.3,251.588,86537,318.63
05/18/2018,3.736,2713,1292.5,78.51,251.588,83614,318.63
05/21/2018,3.6769,2733,1292.68,79.22,251.588,83095,318.63
05/22/2018,3.6441,2724.4,1291.32,79.57,251.588,81817,318.63
05/23/2018,3.6279,2733.3,1293.75,79.8,251.588,82742,318.63
05/24/2018,3.6491,2727.8,1304.88,78.79,251.588,80860,318.63
05/25/2018,3.6514,2721.3,1301.61,76.44,251.588,80123,318.63
05/28/2018,3.7341,2721.3,1298.11,75.3,251.588,78886,318.63
05/29/2018,3.7252,2689.9,1298.86,75.39,251.588,75361,318.63
05/30/2018,3.724,2724,1301.48,77.5,251.588,76058,318.63
05/31/2018,3.7225,2705.3,1298.32,77.59,251.588,76058,318.63
06/01/2018,3.763,2734.6,1293.14,76.79,251.989,76779,319.89
06/04/2018,3.7462,2746.9,1291.98,75.29,251.989,77244,319.89
06/05/2018,3.806,2748.8,1296.13,75.38,251.989,78595,319.89
06/06/2018,3.8477,2772.3,1297,75.36,251.989,76641,319.89
06/07/2018,3.9065,2770.4,1297.12,77.32,251.989,76117,319.89
06/08/2018,3.7091,2779,1298.75,76.46,251.989,73848,319.89
06/11/2018,3.7087,2782,1300.14,76.46,251.989,72943,319.89
06/12/2018,3.7174,2786.8,1295.97,75.88,251.989,72308,319.89
06/13/2018,3.7195,2775.6,1299.71,76.74,251.989,72757,319.89
06/14/2018,3.8052,2782.5,1302.22,75.94,251.989,72151,319.89
06/15/2018,3.7294,2779.7,1279.84,73.44,251.989,71421,319.89
06/18/2018,3.746,2773.8,1278.31,75.34,251.989,70757,319.89
06/19/2018,3.7461,2762.6,1274.76,75.08,251.989,69811,319.89
06/20/2018,3.7712,2767.3,1268.1,74.74,251.989,71397,319.89
06/21/2018,3.7676,2749.8,1267.2,73.05,251.989,72117,319.89
06/22/2018,3.7852,2754.9,1269.28,75.55,251.989,70077,319.89
06/25/2018,3.7753,2717.1,1266,74.73,251.989,70642,319.89
06/26/2018,3.8011,2723.1,1258.99,76.31,251.989,70968,319.89
06/27/2018,3.8625,2699.6,1252.02,77.62,251.989,71405,319.89
06/28/2018,3.8612,2716.3,1248.28,77.85,251.989,70609,319.89
06/29/2018,3.8765,2718.4,1253,79.44,251.989,71779,319.89
07/02/2018,3.9117,2726.7,1241.97,77.3,252.006,72763,320.22
07/03/2018,3.8966,2713.2,1252.93,77.76,252.006,72848,320.22
07/04/2018,3.9135,2713.2,1256.95,78.24,252.006,73667,320.22
07/05/2018,3.9324,2736.6,1257.76,77.39,252.006,74751,320.22
07/06/2018,3.8624,2759.8,1254.99,77.11,252.006,74558,320.22
07/09/2018,3.8714,2784.2,1257.76,78.07,252.006,74558,320.22
07/10/2018,3.8143,2793.8,1255.65,78.86,252.006,75015,320.22
07/11/2018,3.8764,2774,1242.16,73.4,252.006,74862,320.22
07/12/2018,3.8809,2798.3,1247.14,74.45,252.006,74403,320.22
07/13/2018,3.8514,2801.3,1241.52,75.33,252.006,75856,320.22
07/16/2018,3.8597,2798.4,1240.82,71.84,252.006,76587,320.22
07/17/2018,3.8375,2809.6,1227.51,72.16,252.006,76653,320.22
07/18/2018,3.8509,2815.6,1227.18,72.9,252.006,78124,320.22
07/19/2018,3.829,2804.5,1222.8,72.58,252.006,77360,320.22
07/20/2018,3.7671,2801.8,1231.76,73.07,252.006,77500,320.22
07/23/2018,3.7823,2807,1224.54,73.06,252.006,78571,320.22
07/24/2018,3.7471,2820.4,1224.55,73.44,252.006,78005,320.22
07/25/2018,3.6877,2846.1,1231.61,73.93,252.006,79154,320.22
07/26/2018,3.7454,2837.4,1222.67,74.54,252.006,80242,320.22
07/27/2018,3.7099,2818.8,1223.38,74.29,252.006,79405,320.22
07/30/2018,3.7304,2802.6,1221.8,74.97,252.006,79866,320.22
07/31/2018,3.7557,2816.3,1223.83,74.25,252.006,80279,320.22
08/01/2018,3.7492,2813.4,1216.05,72.39,252.146,79213,320.13
08/02/2018,3.7496,2827.2,1207.96,73.45,252.146,79237,320.13
08/03/2018,3.707,2840.3,1213.43,73.21,252.146,79656,320.13
08/06/2018,3.7356,2850.4,1206.94,73.75,252.146,81445,320.13
08/07/2018,3.7505,2858.4,1211.02,74.65,252.146,81093,320.13
08/08/2018,3.7713,2857.7,1213.61,72.28,252.146,80347,320.13
08/09/2018,3.8007,2853.6,1212.35,72.07,252.146,79171,320.13
08/10/2018,3.8584,2833.3,1211.3,72.81,252.146,78766,320.13
08/13/2018,3.8836,2821.9,1193.64,72.61,252.146,76513,320.13
08/14/2018,3.8663,2840,1194.03,72.46,252.146,77499,320.13
08/15/2018,3.9053,2818.4,1174.88,70.76,252.146,78614,320.13
08/16/2018,3.9059,2840.7,1174.16,71.43,252.146,77085,320.13
08/17/2018,3.9108,2850.1,1184.77,71.83,252.146,76817,320.13
08/20/2018,3.9692,2857.1,1190.53,72.21,252.146,76029,320.13
08/21/2018,4.0467,2863,1196.12,72.63,252.146,76327,320.13
08/22/2018,4.0415,2861.8,1195.51,74.78,252.146,75171,320.13
08/23/2018,4.1145,2857,1185.31,74.73,252.146,76898,320.13
08/24/2018,4.1012,2874.7,1205.97,75.82,252.146,75647,320.13
08/27/2018,4.0772,2896.7,1211.35,76.21,252.146,76264,320.13
08/28/2018,4.1337,2897.5,1201.26,75.95,252.146,77928,320.13
08/29/2018,4.1065,2914,1206.66,77.14,252.146,77472,320.13
08/30/2018,4.1493,2901.1,1199.88,77.77,252.146,78389,320.13
08/31/2018,4.0545,2901.5,1201.09,77.42,252.146,76386,320.13
09/03/2018,4.1579,2901.5,1201.15,78.15,252.439,76675,320.61
09/04/2018,4.16,2896.7,1191.35,78.17,252.439,76192,320.61
09/05/2018,4.1457,2888.6,1196.75,77.27,252.439,74712,320.61
09/06/2018,4.0587,2878.1,1200.14,76.5,252.439,75098,320.61
09/07/2018,4.0594,2871.7,1195.86,76.83,252.439,75098,320.61
09/10/2018,4.0855,2877.1,1195.88,77.37,252.439,76416,320.61
09/11/2018,4.1527,2887.9,1198.29,79.06,252.439,76437,320.61
09/12/2018,4.1569,2888.9,1206.19,79.74,252.439,74680,320.61
09/13/2018,4.2067,2904.2,1201.44,78.18,252.439,75126,320.61
09/14/2018,4.1739,2905,1193.71,78.09,252.439,74687,320.61
09/17/2018,4.1316,2888.8,1200.93,78.05,252.439,75428,320.61
09/18/2018,4.1596,2904.3,1198.35,79.03,252.439,76781,320.61
09/19/2018,4.1305,2907.9,1203.99,79.4,252.439,78268,320.61
09/20/2018,4.0766,2930.8,1207.58,78.7,252.439,78169,320.61
09/21/2018,4.0511,2929.7,1199.55,78.8,252.439,78116,320.61
09/24/2018,4.0914,2919.4,1198.86,81.2,252.439,79447,320.61
09/25/2018,4.0751,2915.6,1201.31,81.87,252.439,77980,320.61
09/26/2018,4.031,2906,1194.46,81.34,252.439,78634,320.61
09/27/2018,4.012,2914,1182.8,81.72,252.439,78676,320.61
09/28/2018,4.0477,2914,1192.09,82.72,252.439,80000,320.61
10/01/2018,4.0176,2924.6,1188.47,84.98,252.885,79350,321.06
10/02/2018,3.9404,2923.4,1203.1,84.8,252.885,78625,321.06
10/03/2018,3.9008,2925.5,1197.37,86.29,252.885,81624,321.06
10/04/2018,3.8743,2901.6,1199.66,84.58,252.885,83275,321.06
10/05/2018,3.8406,2885.6,1202.86,84.16,252.885,82972,321.06
10/08/2018,3.7786,2884.4,1188.01,83.91,252.885,82324,321.06
10/09/2018,3.7153,2880.3,1189.62,85,252.885,86053,321.06
10/10/2018,3.7545,2785.7,1194.78,83.09,252.885,86084,321.06
10/11/2018,3.781,2728.4,1224.33,80.26,252.885,83700,321.06
10/12/2018,3.7825,2767.1,1217.93,80.43,252.885,83700,321.06
10/15/2018,3.7355,2750.8,1226.93,80.78,252.885,82922,321.06
10/16/2018,3.7244,2809.9,1224.43,81.41,252.885,83420,321.06
10/17/2018,3.6873,2809.2,1222.68,80.05,252.885,85714,321.06
10/18/2018,3.7214,2768.8,1225.75,79.29,252.885,85760,321.06
10/19/2018,3.714,2767.8,1226.32,79.78,252.885,83845,321.06
10/22/2018,3.6846,2755.9,1222.17,79.83,252.885,84222,321.06
10/23/2018,3.6932,2740.7,1230.49,76.44,252.885,85595,321.06
10/24/2018,3.7335,2656.1,1234.22,76.17,252.885,85302,321.06
10/25/2018,3.7046,2705.6,1232.23,76.89,252.885,83124,321.06
10/26/2018,3.6426,2658.7,1233.59,77.62,252.885,84084,321.06
10/29/2018,3.7179,2641.2,1229.74,77.34,252.885,85728,321.06
10/30/2018,3.6972,2682.6,1223.44,75.91,252.885,83802,321.06
10/31/2018,3.7218,2711.7,1214.54,75.47,252.885,86889,321.06
11/01/2018,3.7,2740.4,1233.24,72.89,252.038,87428,320.85
11/02/2018,3.6965,2723.1,1232.89,72.83,252.038,87428,320.85
11/05/2018,3.726,2738.3,1231.3,73.17,252.038,88418,320.85
11/06/2018,3.7614,2755.4,1226.8,72.13,252.038,89587,320.85
11/07/2018,3.7317,2813.9,1226.11,72.07,252.038,88676,320.85
11/08/2018,3.7604,2806.8,1223.54,70.65,252.038,87719,320.85
11/09/2018,3.7334,2781,1209.6,70.18,252.038,85620,320.85
11/12/2018,3.7674,2726.2,1200.65,70.12,252.038,85644,320.85
11/13/2018,3.8031,2722.2,1202.35,65.47,252.038,85531,320.85
11/14/2018,3.784,2701.6,1210.91,66.12,252.038,84898,320.85
11/15/2018,3.784,2730.2,1213,66.62,252.038,84898,320.85
11/16/2018,3.7434,2736.3,1221.47,66.76,252.038,85975,320.85
11/19/2018,3.756,2690.7,1224.05,66.79,252.038,88472,320.85
11/20/2018,3.7567,2641.9,1221.55,62.53,252.038,88472,320.85
11/21/2018,3.7975,2649.9,1226.02,63.48,252.038,87896,320.85
11/22/2018,3.8033,2649.9,1227.45,62.6,252.038,87269,320.85
11/23/2018,3.828,2632.6,1223.19,58.8,252.038,87479,320.85
11/26/2018,3.9398,2673.4,1222.37,60.48,252.038,86237,320.85
11/27/2018,3.875,2682.2,1214.69,60.21,252.038,85547,320.85
11/28/2018,3.8508,2743.8,1221.11,58.76,252.038,87891,320.85
11/29/2018,3.8515,2737.8,1223.99,59.51,252.038,89249,320.85
11/30/2018,3.8662,2760.2,1221.97,58.71,252.038,89709,320.85
12/03/2018,3.8408,2790.4,1231.08,61.69,251.233,89511,321
12/04/2018,3.8524,2700.1,1238.55,62.08,251.233,89820,321
12/05/2018,3.8682,2700.1,1237.56,61.56,251.233,88644,321
12/06/2018,3.8779,2695.9,1237.99,60.06,251.233,88933,321
12/07/2018,3.9074,2633.1,1248.1,61.67,251.233,88849,321
12/10/2018,3.9178,2637.7,1244.59,59.97,251.233,88115,321
12/11/2018,3.9039,2636.8,1242.94,60.2,251.233,85918,321
12/12/2018,3.8554,2651.1,1245.8,60.15,251.233,86420,321
12/13/2018,3.891,2650.5,1242.46,61.45,251.233,86979,321
12/14/2018,3.917,2599.9,1238.21,60.28,251.233,87838,321
12/17/2018,3.8994,2545.9,1245.91,59.61,251.233,87448,321
12/18/2018,3.9123,2546.2,1249.38,56.26,251.233,86400,321
12/19/2018,3.8976,2507,1243.39,57.24,251.233,86617,321
12/20/2018,3.8419,2467.4,1260.14,54.35,251.233,85678,321
12/21/2018,3.9039,2416.6,1256.01,53.82,251.233,85269,321
12/24/2018,3.9035,2351.1,1269.13,50.47,251.233,85269,321
12/25/2018,3.9035,2351.1,1269.13,50.47,251.233,85269,321
12/26/2018,3.9219,2467.7,1266.98,54.47,251.233,85684,321
12/27/2018,3.8732,2488.8,1275.22,52.16,251.233,85141,321
12/28/2018,3.8804,2485.7,1280.75,52.2,251.233,85469,321
12/31/2018,3.8804,2506.8,1282.82,53.8,251.233,85469,321
01/01/2019,3.8804,2506.8,1282.62,53.8,251.712,85469,321.32
01/02/2019,3.7897,2510,1284.77,54.91,251.712,87887,321.32
01/03/2019,3.7564,2447.9,1293.99,55.95,251.712,91011,321.32
01/04/2019,3.7154,2531.9,1284.92,57.06,251.712,91577,321.32
01/07/2019,3.7351,2549.7,1288.67,57.33,251.712,91845,321.32
01/08/2019,3.7132,2574.4,1285.35,58.72,251.712,91699,321.32
01/09/2019,3.6806,2585,1293.13,61.44,251.712,92033,321.32
01/10/2019,3.7104,2596.6,1286.38,61.68,251.712,93599,321.32
01/11/2019,3.7108,2596.3,1288,60.48,251.712,93806,321.32
01/14/2019,3.6978,2582.6,1291.73,58.99,251.712,93645,321.32
01/15/2019,3.7167,2610.3,1289.31,60.64,251.712,94474,321.32
01/16/2019,3.7361,2616.1,1293.52,61.32,251.712,94057,321.32
01/17/2019,3.7502,2636,1291.9,61.18,251.712,94393,321.32
01/18/2019,3.7502,2670.7,1281.49,62.7,251.712,95386,321.32
01/21/2019,3.7535,2670.7,1280.28,62.74,251.712,96093,321.32
01/22/2019,3.8142,2632.9,1285.04,61.5,251.712,96008,321.32
01/23/2019,3.7648,2638.7,1282.39,61.14,251.712,95116,321.32
01/24/2019,3.7718,2642.3,1280.94,61.09,251.712,96558,321.32
01/25/2019,3.7695,2664.8,1303.22,61.64,251.712,96558,321.32
01/28/2019,3.7614,2643.8,1303.53,59.93,251.712,97674,321.32
01/29/2019,3.7201,2640,1311.93,61.32,251.712,95508,321.32
01/30/2019,3.6849,2681.1,1319.91,61.65,251.712,95643,321.32
01/31/2019,3.6439,2704.1,1320.94,61.89,251.712,96996,321.32
02/01/2019,3.6596,2706.5,1318,62.75,252.776,97395,321.75
02/04/2019,3.6686,2724.9,1311.75,62.51,252.776,97861,321.75
02/05/2019,3.6695,2737.7,1315.01,61.98,252.776,98587,321.75
02/06/2019,3.6982,2731.6,1306.22,62.69,252.776,98308,321.75
02/07/2019,3.7166,2706.1,1310.09,61.63,252.776,94654,321.75
02/08/2019,3.729,2707.9,1314.07,62.1,252.776,94401,321.75
02/11/2019,3.7576,2709.8,1308.33,61.51,252.776,95351,321.75
02/12/2019,3.7097,2744.7,1310.89,62.42,252.776,94420,321.75
02/13/2019,3.7543,2753,1306.19,63.61,252.776,96169,321.75
02/14/2019,3.7232,2745.7,1312.55,64.57,252.776,95843,321.75
02/15/2019,3.7007,2775.6,1321.41,66.25,252.776,98015,321.75
02/18/2019,3.7351,2775.6,1326.9,66.5,252.776,97527,321.75
02/19/2019,3.7227,2779.8,1341.16,66.45,252.776,96513,321.75
02/20/2019,3.7273,2784.7,1338.49,67.08,252.776,97661,321.75
02/21/2019,3.7693,2774.9,1323.49,67.07,252.776,96546,321.75
02/22/2019,3.7482,2792.7,1327.8,67.12,252.776,96929,321.75
02/25/2019,3.7519,2796.1,1327.12,64.76,252.776,97881,321.75
02/26/2019,3.7487,2793.9,1328.96,65.21,252.776,97242,321.75
02/27/2019,3.7285,2792.4,1319.88,66.39,252.776,97602,321.75
02/28/2019,3.7511,2784.5,1313.05,66.03,252.776,97307,321.75
03/01/2019,3.7749,2803.7,1293.56,65.07,254.202,95584,322.5
03/04/2019,3.775,2792.8,1286.66,65.67,254.202,95584,322.5
03/05/2019,3.775,2789.7,1287.43,65.86,254.202,95584,322.5
03/06/2019,3.8397,2771.4,1286.76,65.99,254.202,94604,322.5
03/07/2019,3.8701,2748.9,1285.74,66.3,254.202,94216,322.5
03/08/2019,3.8666,2743.1,1298.39,65.74,254.202,94340,322.5
03/11/2019,3.8392,2783.3,1294.25,66.58,254.202,95384,322.5
03/12/2019,3.8111,2791.5,1302.01,66.67,254.202,98038,322.5
03/13/2019,3.8142,2810.9,1309.28,67.55,254.202,97831,322.5
03/14/2019,3.843,2808.5,1296.28,67.23,254.202,98905,322.5
03/15/2019,3.8131,2822.5,1301.38,67.16,254.202,98605,322.5
03/18/2019,3.7913,2832.9,1303.7,67.54,254.202,99141,322.5
03/19/2019,3.7885,2832.6,1306.55,67.61,254.202,99991,322.5
03/20/2019,3.7756,2824.2,1312.48,68.5,254.202,99588,322.5
03/21/2019,3.7921,2854.9,1309.45,67.86,254.202,98041,322.5
03/22/2019,3.9066,2800.7,1313.38,67.03,254.202,96725,322.5
03/25/2019,3.8535,2798.4,1321.9,67.21,254.202,93735,322.5
03/26/2019,3.8769,2818.5,1315.51,67.97,254.202,93668,322.5
03/27/2019,3.9933,2805.4,1309.87,67.83,254.202,95297,322.5
03/28/2019,3.9005,2815.4,1290.55,67.82,254.202,91901,322.5
03/29/2019,3.9238,2834.4,1292.15,68.39,254.202,94402,322.5
04/01/2019,3.8508,2867.2,1287.66,69.01,255.548,95423,323.07
04/02/2019,3.8525,2867.2,1293.15,69.37,255.548,96062,323.07
04/03/2019,3.8694,2873.4,1289.9,69.31,255.548,95392,323.07
04/04/2019,3.8587,2879.4,1292.38,69.4,255.548,94503,323.07
04/05/2019,3.873,2892.7,1291.7,70.34,255.548,96319,323.07
04/08/2019,3.849,2895.8,1297.41,71.1,255.548,97110,323.07
04/09/2019,3.8502,2878.2,1304.13,70.61,255.548,97366,323.07
04/10/2019,3.8247,2888.2,1308.05,71.73,255.548,96292,323.07
04/11/2019,3.857,2888.3,1292.6,70.83,255.548,95954,323.07
04/12/2019,3.8812,2907.4,1290.4,71.55,255.548,94747,323.07
04/15/2019,3.872,2905.6,1287.88,71.18,255.548,92875,323.07
04/16/2019,3.9031,2907.1,1276.57,71.72,255.548,93082,323.07
04/17/2019,3.9373,2900.4,1274.14,71.62,255.548,94337,323.07
04/18/2019,3.9261,2905,1275.39,71.97,255.548,93285,323.07
04/19/2019,3.926,2905,1275.39,71.97,255.548,93285,323.07
04/22/2019,3.9358,2908,1274.92,74.04,255.548,94578,323.07
04/23/2019,3.9197,2933.7,1272.4,74.51,255.548,94590,323.07
04/24/2019,3.9922,2927.2,1275.36,74.57,255.548,95923,323.07
04/25/2019,3.953,2926.2,1277.35,74.35,255.548,95027,323.07
04/26/2019,3.9288,2939.9,1286.25,72.15,255.548,96552,323.07
04/29/2019,3.9442,2943,1279.8,72.04,255.548,96254,323.07
04/30/2019,3.9207,2945.8,1283.6,72.8,255.548,96191,323.07
05/01/2019,3.9195,2923.7,1276.61,72.18,256.092,96191,323.2
05/02/2019,3.9654,2917.5,1270.54,70.75,256.092,96339,323.2
05/03/2019,3.9378,2945.6,1279.19,70.85,256.092,95521,323.2
05/06/2019,3.9683,2932.5,1280.33,71.24,256.092,95992,323.2
05/07/2019,3.97,2884.1,1285.15,69.88,256.092,95009,323.2
05/08/2019,3.9279,2879.4,1280.93,70.37,256.092,94389,323.2
05/09/2019,3.9456,2870.7,1284.14,70.39,256.092,95597,323.2
05/10/2019,3.9566,2881.4,1286,70.62,256.092,94809,323.2
05/13/2019,3.9925,2811.9,1299.9,70.23,256.092,94252,323.2
05/14/2019,3.9745,2834.4,1297.03,71.24,256.092,91736,323.2
05/15/2019,4.0012,2851,1296.66,71.77,256.092,92088,323.2
05/16/2019,4.0467,2876.3,1286.65,72.62,256.092,91622,323.2
05/17/2019,4.0997,2859.5,1277.55,72.21,256.092,90023,323.2
05/20/2019,4.0963,2840.2,1277.74,71.97,256.092,90006,323.2
05/21/2019,4.0387,2864.4,1274.97,72.18,256.092,91946,323.2
05/22/2019,4.04,2856.3,1273.62,70.99,256.092,94485,323.2
05/23/2019,4.0394,2822.2,1283.45,67.76,256.092,94360,323.2
05/24/2019,4.0213,2826.1,1284.89,68.69,256.092,93912,323.2
05/27/2019,4.041,2826.1,1285.2,70.11,256.092,93626,323.2
05/28/2019,4.0243,2802.4,1279.49,70.11,256.092,94863,323.2
05/29/2019,3.9742,2783,1279.6,69.45,256.092,96389,323.2
05/30/2019,3.9816,2788.9,1288.85,66.87,256.092,96566,323.2
05/31/2019,3.9218,2752.1,1305.65,64.49,256.092,97420,323.2
06/03/2019,3.8851,2744.4,1325.17,61.28,256.143,97036,323.21
06/04/2019,3.8542,2803.3,1325.28,61.97,256.143,97020,323.21
06/05/2019,3.8808,2826.2,1330.18,60.63,256.143,97381,323.21
06/06/2019,3.8795,2843.5,1335.55,61.67,256.143,96002,323.21
06/07/2019,3.8774,2873.3,1340.7,63.29,256.143,97205,323.21
06/10/2019,3.8874,2886.7,1328.13,62.29,256.143,97828,323.21
06/11/2019,3.8569,2885.7,1326.91,62.29,256.143,97467,323.21
06/12/2019,3.8669,2879.8,1333.55,59.97,256.143,98960,323.21
06/13/2019,3.8485,2891.6,1342.35,61.31,256.143,98321,323.21
06/14/2019,3.8956,2887,1341.58,62.01,256.143,98776,323.21
06/17/2019,3.8881,2889.7,1339.54,60.94,256.143,98038,323.21
06/18/2019,3.8595,2917.8,1346.48,62.14,256.143,97633,323.21
06/19/2019,3.8388,2926.5,1360.27,61.82,256.143,99403,323.21
06/20/2019,3.8386,2954.2,1388.18,64.45,256.143,99403,323.21
06/21/2019,3.819,2950.5,1399.05,65.2,256.143,100305,323.21
06/24/2019,3.8248,2945.3,1419.55,64.86,256.143,102018,323.21
06/25/2019,3.8478,2917.4,1423.25,65.05,256.143,102061,323.21
06/26/2019,3.8433,2913.8,1408.75,66.49,256.143,100095,323.21
06/27/2019,3.8194,2924.9,1409.68,66.55,256.143,100689,323.21
06/28/2019,3.8518,2941.8,1409.5,66.55,256.143,100726,323.21
07/01/2019,3.8401,2964.3,1384.31,65.06,256.571,100973,323.4
07/02/2019,3.8447,2973,1418.44,62.4,256.571,101342,323.4
07/03/2019,3.8258,2995.8,1418.94,63.82,256.571,100576,323.4
07/04/2019,3.8008,2995.8,1415.64,63.3,256.571,102047,323.4
07/05/2019,3.8215,2990.4,1399.95,64.23,256.571,103628,323.4
07/08/2019,3.8063,2975.9,1395.5,64.11,256.571,104090,323.4
07/09/2019,3.8,2979.6,1397.9,64.16,256.571,104090,323.4
07/10/2019,3.7543,2993.1,1419,67.01,256.571,104537,323.4
07/11/2019,3.754,2999.9,1404,66.52,256.571,105818,323.4
07/12/2019,3.7358,3013.8,1415.74,66.72,256.571,105158,323.4
07/15/2019,3.7555,3014.3,1414.08,66.48,256.571,103909,323.4
07/16/2019,3.768,3004,1406.33,64.35,256.571,103805,323.4
07/17/2019,3.7632,2984.4,1426.8,63.66,256.571,103775,323.4
07/18/2019,3.7187,2995.1,1446.3,61.93,256.571,103859,323.4
07/19/2019,3.7481,2976.6,1425.3,62.47,256.571,104716,323.4
07/22/2019,3.7403,2985,1425.12,63.26,256.571,103452,323.4
07/23/2019,3.7735,3005.5,1417.39,63.83,256.571,103949,323.4
07/24/2019,3.7726,3019.6,1425.9,63.18,256.571,103707,323.4
07/25/2019,3.7783,3003.7,1414.53,63.39,256.571,104119,323.4
07/26/2019,3.7753,3025.9,1418.69,63.46,256.571,102654,323.4
07/29/2019,3.7813,3021,1426.94,63.71,256.571,102817,323.4
07/30/2019,3.7896,3013.2,1430.85,64.72,256.571,103483,323.4
07/31/2019,3.8125,2980.4,1413.8,65.17,256.571,102946,323.4
08/01/2019,3.8388,2953.6,1445.31,60.5,256.558,101819,323.51
08/02/2019,3.8883,2932.1,1440.7,61.89,256.558,102122,323.51
08/05/2019,3.9778,2844.7,1463.8,59.81,256.558,102658,323.51
08/06/2019,3.9603,2881.8,1474.27,58.94,256.558,100098,323.51
08/07/2019,3.9682,2884,1501.2,56.23,256.558,102163,323.51
08/08/2019,3.9188,2938.1,1500.95,57.38,256.558,102782,323.51
08/09/2019,3.9406,2918.7,1497.24,58.53,256.558,104102,323.51
08/12/2019,3.9853,2883.8,1511.4,58.57,256.558,103946,323.51
08/13/2019,3.9646,2926.3,1501.39,61.3,256.558,101912,323.51
08/14/2019,4.0522,2840.6,1516.34,59.48,256.558,103270,323.51
08/15/2019,3.9908,2847.6,1523.2,58.23,256.558,100262,323.51
08/16/2019,4.0054,2888.7,1514.15,58.64,256.558,99059,323.51
08/19/2019,4.074,2923.7,1495.3,59.74,256.558,99810,323.51
08/20/2019,4.0529,2900.5,1507.1,60.03,256.558,99472,323.51
08/21/2019,4.026,2924.4,1502.3,60.3,256.558,99227,323.51
08/22/2019,4.0704,2922.9,1498.8,59.92,256.558,101209,323.51
08/23/2019,4.1196,2847.1,1526.85,59.34,256.558,100007,323.51
08/26/2019,4.1569,2878.4,1526.35,58.7,256.558,97687,323.51
08/27/2019,4.13,2869.2,1542.64,59.51,256.558,96434,323.51
08/28/2019,4.1677,2887.9,1539.1,60.49,256.558,97273,323.51
08/29/2019,4.1685,2924.6,1527.7,61.08,256.558,98194,323.51
08/30/2019,4.1445,2926.5,1520.25,60.43,256.558,100526,323.51
09/02/2019,4.1857,2926.5,1530.59,58.66,256.759,101133,323.47
09/03/2019,4.1678,2906.3,1547,58.26,256.759,100626,323.47
09/04/2019,4.0948,2937.8,1552.6,60.7,256.759,99706,323.47
09/05/2019,4.1081,2976,1519.35,60.95,256.759,101204,323.47
